team_api_id,favored,favored_cutoff,team_long_name,team_short_name,id,team_fifa_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass
9873,87,51-100,Valenciennes FC,VAL,1315,110456,2011-02-22 00:00:00,65,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,45,Medium,45,Press,65,Normal,Cover
9873,87,51-100,Valenciennes FC,VAL,1316,110456,2012-02-22 00:00:00,49,Balanced,,Little,50,Mixed,Organised,51,Normal,60,Normal,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover
9873,87,51-100,Valenciennes FC,VAL,1317,110456,2013-09-20 00:00:00,49,Balanced,,Little,50,Mixed,Organised,51,Normal,76,Lots,61,Normal,Organised,43,Medium,57,Press,51,Normal,Cover
9873,87,51-100,Valenciennes FC,VAL,1318,110456,2014-09-19 00:00:00,49,Balanced,59.0,Normal,52,Mixed,Organised,51,Normal,67,Lots,56,Normal,Organised,47,Medium,51,Press,46,Normal,Cover
9873,87,51-100,Valenciennes FC,VAL,1319,110456,2015-09-10 00:00:00,49,Balanced,59.0,Normal,52,Mixed,Organised,51,Normal,67,Lots,56,Normal,Organised,47,Medium,51,Press,46,Normal,Cover
8203,86,51-100,KV Mechelen,MEC,660,110724,2010-02-22 00:00:00,65,Balanced,,Little,60,Mixed,Organised,50,Normal,40,Normal,50,Normal,Organised,60,Medium,70,Double,60,Normal,Cover
8203,86,51-100,KV Mechelen,MEC,661,110724,2011-02-22 00:00:00,67,Fast,,Little,57,Mixed,Organised,47,Normal,47,Normal,52,Normal,Organised,48,Medium,61,Press,48,Normal,Cover
8203,86,51-100,KV Mechelen,MEC,662,110724,2012-02-22 00:00:00,52,Balanced,,Little,54,Mixed,Organised,47,Normal,53,Normal,50,Normal,Organised,52,Medium,60,Press,48,Normal,Cover
8203,86,51-100,KV Mechelen,MEC,663,110724,2013-09-20 00:00:00,52,Balanced,,Little,33,Short,Organised,47,Normal,53,Normal,50,Normal,Free Form,42,Medium,60,Press,52,Normal,Cover
8203,86,51-100,KV Mechelen,MEC,664,110724,2014-09-19 00:00:00,52,Balanced,42.0,Normal,40,Mixed,Organised,47,Normal,53,Normal,50,Normal,Organised,42,Medium,51,Press,52,Normal,Cover
8203,86,51-100,KV Mechelen,MEC,665,110724,2015-09-10 00:00:00,52,Balanced,42.0,Normal,40,Mixed,Organised,47,Normal,53,Normal,50,Normal,Organised,42,Medium,51,Press,52,Normal,Cover
8371,86,51-100,CA Osasuna,OSA,935,479,2010-02-22 00:00:00,35,Balanced,,Little,35,Mixed,Organised,45,Normal,65,Normal,55,Normal,Free Form,30,Deep,65,Press,55,Normal,Cover
8371,86,51-100,CA Osasuna,OSA,936,479,2011-02-22 00:00:00,55,Balanced,,Little,54,Mixed,Organised,56,Normal,69,Lots,68,Lots,Free Form,48,Medium,61,Press,68,Wide,Cover
8371,86,51-100,CA Osasuna,OSA,937,479,2012-02-22 00:00:00,34,Balanced,,Little,52,Mixed,Organised,55,Normal,59,Normal,54,Normal,Organised,47,Medium,52,Press,69,Wide,Cover
8371,86,51-100,CA Osasuna,OSA,938,479,2013-09-20 00:00:00,38,Balanced,,Little,52,Mixed,Organised,55,Normal,59,Normal,54,Normal,Organised,47,Medium,52,Press,69,Wide,Cover
8371,86,51-100,CA Osasuna,OSA,939,479,2014-09-19 00:00:00,38,Balanced,53.0,Normal,52,Mixed,Organised,55,Normal,59,Normal,54,Normal,Organised,47,Medium,52,Press,65,Normal,Cover
8371,86,51-100,CA Osasuna,OSA,940,479,2015-09-10 00:00:00,38,Balanced,53.0,Normal,52,Mixed,Organised,55,Normal,59,Normal,54,Normal,Organised,47,Medium,52,Press,69,Wide,Cover
9804,86,51-100,Torino,TOR,1270,54,2010-02-22 00:00:00,45,Balanced,,Little,35,Mixed,Organised,40,Normal,30,Little,70,Lots,Free Form,45,Medium,35,Press,55,Normal,Cover
9804,86,51-100,Torino,TOR,1271,54,2011-02-22 00:00:00,45,Balanced,,Little,35,Mixed,Organised,40,Normal,47,Normal,35,Normal,Organised,45,Medium,45,Press,55,Normal,Cover
9804,86,51-100,Torino,TOR,1272,54,2012-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,50,Normal,65,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
9804,86,51-100,Torino,TOR,1273,54,2013-09-20 00:00:00,71,Fast,,Little,36,Mixed,Organised,37,Normal,72,Lots,53,Normal,Free Form,39,Medium,46,Press,52,Normal,Cover
9804,86,51-100,Torino,TOR,1274,54,2014-09-19 00:00:00,76,Fast,69.0,Lots,64,Mixed,Organised,64,Normal,72,Lots,53,Normal,Organised,39,Medium,34,Press,52,Normal,Cover
9804,86,51-100,Torino,TOR,1275,54,2015-09-10 00:00:00,69,Fast,69.0,Lots,36,Mixed,Organised,37,Normal,69,Lots,53,Normal,Organised,39,Medium,46,Press,52,Normal,Cover
8659,85,51-100,West Bromwich Albion,WBA,1379,109,2010-02-22 00:00:00,65,Balanced,,Little,40,Mixed,Organised,70,Risky,70,Lots,55,Normal,Organised,70,High,70,Double,70,Wide,Cover
8659,85,51-100,West Bromwich Albion,WBA,1380,109,2011-02-22 00:00:00,60,Balanced,,Little,65,Mixed,Organised,40,Normal,50,Normal,45,Normal,Organised,35,Medium,55,Press,60,Normal,Cover
8659,85,51-100,West Bromwich Albion,WBA,1381,109,2012-02-22 00:00:00,48,Balanced,,Little,48,Mixed,Organised,45,Normal,60,Normal,54,Normal,Organised,38,Medium,38,Press,52,Normal,Cover
8659,85,51-100,West Bromwich Albion,WBA,1382,109,2013-09-20 00:00:00,55,Balanced,,Little,54,Mixed,Organised,57,Normal,53,Normal,57,Normal,Organised,33,Deep,31,Contain,49,Normal,Cover
8659,85,51-100,West Bromwich Albion,WBA,1383,109,2014-09-19 00:00:00,55,Balanced,34.0,Normal,51,Mixed,Organised,53,Normal,53,Normal,57,Normal,Organised,41,Medium,40,Press,49,Normal,Cover
8659,85,51-100,West Bromwich Albion,WBA,1384,109,2015-09-10 00:00:00,62,Balanced,32.0,Little,51,Mixed,Organised,53,Normal,50,Normal,60,Normal,Organised,41,Medium,40,Press,49,Normal,Cover
8466,84,51-100,Southampton,SOU,1181,17,2010-02-22 00:00:00,70,Fast,,Little,55,Mixed,Organised,70,Risky,70,Lots,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
8466,84,51-100,Southampton,SOU,1182,17,2011-02-22 00:00:00,52,Balanced,,Little,37,Mixed,Organised,48,Normal,49,Normal,47,Normal,Organised,43,Medium,43,Press,48,Normal,Cover
8466,84,51-100,Southampton,SOU,1183,17,2012-02-22 00:00:00,47,Balanced,,Little,52,Mixed,Organised,54,Normal,56,Normal,60,Normal,Organised,48,Medium,52,Press,44,Normal,Cover
8466,84,51-100,Southampton,SOU,1184,17,2013-09-20 00:00:00,47,Balanced,,Little,38,Mixed,Organised,52,Normal,56,Normal,58,Normal,Free Form,57,Medium,63,Press,44,Normal,Cover
8466,84,51-100,Southampton,SOU,1185,17,2014-09-19 00:00:00,47,Balanced,41.0,Normal,40,Mixed,Organised,42,Normal,56,Normal,51,Normal,Free Form,62,Medium,64,Press,44,Normal,Cover
8466,84,51-100,Southampton,SOU,1186,17,2015-09-10 00:00:00,52,Balanced,31.0,Little,46,Mixed,Organised,42,Normal,54,Normal,30,Little,Organised,50,Medium,65,Press,44,Normal,Cover
9783,84,51-100,RC Deportivo de La Coruña,COR,345,242,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,30,Safe,45,Normal,65,Normal,Organised,35,Medium,35,Press,45,Normal,Offside Trap
9783,84,51-100,RC Deportivo de La Coruña,COR,346,242,2011-02-22 00:00:00,56,Balanced,,Little,42,Mixed,Organised,57,Normal,69,Lots,61,Normal,Organised,38,Medium,44,Press,69,Wide,Cover
9783,84,51-100,RC Deportivo de La Coruña,COR,347,242,2012-02-22 00:00:00,56,Balanced,,Little,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover
9783,84,51-100,RC Deportivo de La Coruña,COR,348,242,2013-09-20 00:00:00,56,Balanced,,Little,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover
9783,84,51-100,RC Deportivo de La Coruña,COR,349,242,2014-09-19 00:00:00,56,Balanced,55.0,Normal,46,Mixed,Organised,38,Normal,52,Normal,68,Lots,Organised,45,Medium,50,Press,59,Normal,Cover
9783,84,51-100,RC Deportivo de La Coruña,COR,350,242,2015-09-10 00:00:00,53,Balanced,55.0,Normal,47,Mixed,Organised,38,Normal,52,Normal,55,Normal,Organised,45,Medium,50,Press,59,Normal,Offside Trap
9761,84,51-100,NAC Breda,NAC,862,1904,2010-02-22 00:00:00,30,Slow,,Little,35,Mixed,Organised,35,Normal,40,Normal,60,Normal,Organised,30,Deep,30,Contain,30,Narrow,Cover
9761,84,51-100,NAC Breda,NAC,863,1904,2011-02-22 00:00:00,33,Slow,,Little,44,Mixed,Free Form,35,Normal,40,Normal,60,Normal,Organised,42,Medium,47,Press,54,Normal,Cover
9761,84,51-100,NAC Breda,NAC,864,1904,2012-02-22 00:00:00,40,Balanced,,Little,48,Mixed,Organised,48,Normal,47,Normal,42,Normal,Organised,43,Medium,48,Press,50,Normal,Cover
9761,84,51-100,NAC Breda,NAC,865,1904,2013-09-20 00:00:00,58,Balanced,,Little,53,Mixed,Organised,48,Normal,47,Normal,46,Normal,Organised,43,Medium,48,Press,50,Normal,Cover
9761,84,51-100,NAC Breda,NAC,866,1904,2014-09-19 00:00:00,46,Balanced,44.0,Normal,54,Mixed,Organised,32,Safe,42,Normal,42,Normal,Organised,43,Medium,39,Press,50,Normal,Cover
9761,84,51-100,NAC Breda,NAC,867,1904,2015-09-10 00:00:00,45,Balanced,49.0,Normal,59,Mixed,Organised,32,Safe,42,Normal,54,Normal,Organised,36,Medium,39,Press,40,Normal,Cover
9904,84,51-100,Hannover 96,HAN,558,485,2010-02-22 00:00:00,55,Balanced,,Little,70,Long,Organised,65,Normal,45,Normal,65,Normal,Organised,70,High,70,Double,70,Wide,Cover
9904,84,51-100,Hannover 96,HAN,559,485,2011-02-22 00:00:00,55,Balanced,,Little,56,Mixed,Organised,55,Normal,43,Normal,53,Normal,Organised,39,Medium,37,Press,53,Normal,Cover
9904,84,51-100,Hannover 96,HAN,560,485,2012-02-22 00:00:00,65,Balanced,,Little,58,Mixed,Organised,63,Normal,44,Normal,64,Normal,Organised,39,Medium,45,Press,47,Normal,Cover
9904,84,51-100,Hannover 96,HAN,561,485,2013-09-20 00:00:00,78,Fast,,Little,58,Mixed,Organised,66,Normal,39,Normal,41,Normal,Organised,39,Medium,48,Press,47,Normal,Cover
9904,84,51-100,Hannover 96,HAN,562,485,2014-09-19 00:00:00,48,Balanced,55.0,Normal,38,Mixed,Organised,38,Normal,51,Normal,40,Normal,Organised,37,Medium,48,Press,56,Normal,Cover
9904,84,51-100,Hannover 96,HAN,563,485,2015-09-10 00:00:00,48,Balanced,55.0,Normal,41,Mixed,Organised,38,Normal,51,Normal,40,Normal,Organised,35,Medium,50,Press,61,Normal,Cover
9874,84,51-100,FC Sochaux-Montbéliard,SOC,1175,226,2010-02-22 00:00:00,66,Balanced,,Little,70,Long,Organised,35,Normal,40,Normal,50,Normal,Organised,65,Medium,30,Contain,65,Normal,Cover
9874,84,51-100,FC Sochaux-Montbéliard,SOC,1176,226,2011-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Organised,35,Normal,65,Normal,35,Normal,Organised,45,Medium,55,Press,65,Normal,Cover
9874,84,51-100,FC Sochaux-Montbéliard,SOC,1177,226,2012-02-22 00:00:00,63,Balanced,,Little,39,Mixed,Organised,63,Normal,72,Lots,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
9874,84,51-100,FC Sochaux-Montbéliard,SOC,1178,226,2013-09-20 00:00:00,63,Balanced,,Little,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
9874,84,51-100,FC Sochaux-Montbéliard,SOC,1179,226,2014-09-19 00:00:00,63,Balanced,62.0,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
9874,84,51-100,FC Sochaux-Montbéliard,SOC,1180,226,2015-09-10 00:00:00,63,Balanced,62.0,Normal,39,Mixed,Organised,63,Normal,64,Normal,49,Normal,Organised,54,Medium,43,Press,49,Normal,Cover
10215,84,51-100,Académica de Coimbra,ACA,22,1901,2010-02-22 00:00:00,30,Slow,,Little,30,Short,Organised,50,Normal,60,Normal,55,Normal,Organised,30,Deep,30,Contain,30,Narrow,Offside Trap
10215,84,51-100,Académica de Coimbra,ACA,23,1901,2011-02-22 00:00:00,30,Slow,,Little,50,Mixed,Organised,50,Normal,50,Normal,55,Normal,Organised,30,Deep,45,Press,65,Normal,Cover
10215,84,51-100,Académica de Coimbra,ACA,24,1901,2012-02-22 00:00:00,45,Balanced,,Little,44,Mixed,Organised,55,Normal,57,Normal,60,Normal,Organised,52,Medium,38,Press,61,Normal,Cover
10215,84,51-100,Académica de Coimbra,ACA,25,1901,2013-09-20 00:00:00,45,Balanced,,Little,44,Mixed,Organised,55,Normal,57,Normal,60,Normal,Organised,52,Medium,38,Press,61,Normal,Cover
10215,84,51-100,Académica de Coimbra,ACA,26,1901,2014-09-19 00:00:00,52,Balanced,53.0,Normal,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover
10215,84,51-100,Académica de Coimbra,ACA,27,1901,2015-09-10 00:00:00,53,Balanced,53.0,Normal,44,Mixed,Organised,55,Normal,51,Normal,60,Normal,Organised,39,Medium,38,Press,61,Normal,Cover
9857,83,51-100,Bologna,BOL,192,189,2010-02-22 00:00:00,65,Balanced,,Little,55,Mixed,Organised,30,Safe,70,Lots,65,Normal,Organised,55,Medium,30,Contain,50,Normal,Offside Trap
9857,83,51-100,Bologna,BOL,193,189,2011-02-22 00:00:00,65,Balanced,,Little,35,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,30,Deep,50,Press,50,Normal,Cover
9857,83,51-100,Bologna,BOL,194,189,2012-02-22 00:00:00,40,Balanced,,Little,50,Mixed,Organised,35,Normal,35,Normal,50,Normal,Organised,35,Medium,45,Press,50,Normal,Cover
9857,83,51-100,Bologna,BOL,195,189,2013-09-20 00:00:00,63,Balanced,,Little,48,Mixed,Organised,49,Normal,63,Normal,63,Normal,Free Form,43,Medium,43,Press,48,Normal,Cover
9857,83,51-100,Bologna,BOL,196,189,2014-09-19 00:00:00,63,Balanced,53.0,Normal,48,Mixed,Organised,32,Safe,48,Normal,52,Normal,Organised,28,Deep,54,Press,48,Normal,Cover
9857,83,51-100,Bologna,BOL,197,189,2015-09-10 00:00:00,63,Balanced,53.0,Normal,48,Mixed,Organised,32,Safe,48,Normal,52,Normal,Organised,30,Deep,54,Press,48,Normal,Cover
9810,81,51-100,Eintracht Frankfurt,EFR,372,1824,2010-02-22 00:00:00,60,Balanced,,Little,35,Mixed,Organised,35,Normal,70,Lots,60,Normal,Organised,65,Medium,30,Contain,45,Normal,Cover
9810,81,51-100,Eintracht Frankfurt,EFR,373,1824,2011-02-22 00:00:00,52,Balanced,,Little,43,Mixed,Organised,62,Normal,62,Normal,41,Normal,Organised,48,Medium,50,Press,53,Normal,Cover
9810,81,51-100,Eintracht Frankfurt,EFR,374,1824,2012-02-22 00:00:00,38,Balanced,,Little,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,54,Normal,Cover
9810,81,51-100,Eintracht Frankfurt,EFR,375,1824,2013-09-20 00:00:00,41,Balanced,,Little,34,Mixed,Organised,47,Normal,45,Normal,48,Normal,Organised,46,Medium,45,Press,57,Normal,Cover
9810,81,51-100,Eintracht Frankfurt,EFR,376,1824,2014-09-19 00:00:00,63,Balanced,48.0,Normal,42,Mixed,Organised,57,Normal,50,Normal,52,Normal,Organised,43,Medium,46,Press,55,Normal,Cover
9810,81,51-100,Eintracht Frankfurt,EFR,377,1824,2015-09-10 00:00:00,51,Balanced,41.0,Normal,38,Mixed,Organised,47,Normal,58,Normal,40,Normal,Organised,48,Medium,42,Press,55,Normal,Cover
8177,80,51-100,Hertha BSC Berlin,HBE,580,166,2010-02-22 00:00:00,60,Balanced,,Little,50,Mixed,Organised,45,Normal,55,Normal,55,Normal,Organised,55,Medium,30,Contain,55,Normal,Cover
8177,80,51-100,Hertha BSC Berlin,HBE,581,166,2011-02-22 00:00:00,59,Balanced,,Little,43,Mixed,Organised,56,Normal,50,Normal,66,Normal,Organised,50,Medium,43,Press,55,Normal,Cover
8177,80,51-100,Hertha BSC Berlin,HBE,582,166,2012-02-22 00:00:00,48,Balanced,,Little,45,Mixed,Organised,45,Normal,51,Normal,46,Normal,Organised,50,Medium,50,Press,55,Normal,Cover
8177,80,51-100,Hertha BSC Berlin,HBE,583,166,2013-09-20 00:00:00,40,Balanced,,Little,55,Mixed,Organised,63,Normal,46,Normal,63,Normal,Organised,50,Medium,38,Press,55,Normal,Cover
8177,80,51-100,Hertha BSC Berlin,HBE,584,166,2014-09-19 00:00:00,68,Fast,52.0,Normal,55,Mixed,Organised,51,Normal,59,Normal,59,Normal,Organised,41,Medium,60,Press,51,Normal,Cover
8177,80,51-100,Hertha BSC Berlin,HBE,585,166,2015-09-10 00:00:00,47,Balanced,44.0,Normal,55,Mixed,Organised,59,Normal,68,Lots,45,Normal,Organised,50,Medium,45,Press,57,Normal,Cover
8530,80,51-100,Catania,CAT,277,110364,2010-02-22 00:00:00,35,Balanced,,Little,30,Short,Organised,30,Safe,30,Little,60,Normal,Organised,35,Medium,55,Press,50,Normal,Cover
8530,80,51-100,Catania,CAT,278,110364,2011-02-22 00:00:00,65,Balanced,,Little,35,Mixed,Free Form,50,Normal,65,Normal,63,Normal,Organised,35,Medium,55,Press,50,Normal,Offside Trap
8530,80,51-100,Catania,CAT,279,110364,2012-02-22 00:00:00,40,Balanced,,Little,50,Mixed,Organised,50,Normal,50,Normal,50,Normal,Organised,25,Deep,50,Press,35,Normal,Cover
8530,80,51-100,Catania,CAT,280,110364,2013-09-20 00:00:00,67,Fast,,Little,37,Mixed,Free Form,67,Risky,52,Normal,52,Normal,Organised,37,Medium,57,Press,52,Normal,Cover
8530,80,51-100,Catania,CAT,281,110364,2014-09-19 00:00:00,75,Fast,52.0,Normal,48,Mixed,Organised,53,Normal,52,Normal,36,Normal,Organised,28,Deep,67,Double,52,Normal,Cover
8530,80,51-100,Catania,CAT,282,110364,2015-09-10 00:00:00,70,Fast,52.0,Normal,48,Mixed,Organised,53,Normal,52,Normal,36,Normal,Organised,31,Deep,64,Press,52,Normal,Cover
9879,78,51-100,Fulham,FUL,479,144,2010-02-22 00:00:00,60,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,50,Normal,Organised,40,Medium,35,Press,40,Normal,Cover
9879,78,51-100,Fulham,FUL,480,144,2011-02-22 00:00:00,50,Balanced,,Little,55,Mixed,Organised,45,Normal,55,Normal,40,Normal,Organised,45,Medium,35,Press,50,Normal,Cover
9879,78,51-100,Fulham,FUL,481,144,2012-02-22 00:00:00,48,Balanced,,Little,45,Mixed,Organised,38,Normal,62,Normal,54,Normal,Organised,38,Medium,38,Press,62,Normal,Cover
9879,78,51-100,Fulham,FUL,482,144,2013-09-20 00:00:00,52,Balanced,,Little,49,Mixed,Organised,49,Normal,56,Normal,59,Normal,Organised,39,Medium,39,Press,57,Normal,Cover
9879,78,51-100,Fulham,FUL,483,144,2014-09-19 00:00:00,52,Balanced,34.0,Normal,56,Mixed,Organised,58,Normal,41,Normal,54,Normal,Organised,29,Deep,28,Contain,39,Normal,Cover
9879,78,51-100,Fulham,FUL,484,144,2015-09-10 00:00:00,52,Balanced,34.0,Normal,48,Mixed,Organised,39,Normal,54,Normal,59,Normal,Organised,29,Deep,30,Contain,39,Normal,Cover
10003,77,51-100,Swansea City,SWA,1255,1960,2010-02-22 00:00:00,65,Balanced,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,70,High,70,Double,70,Wide,Cover
10003,77,51-100,Swansea City,SWA,1256,1960,2011-02-22 00:00:00,66,Balanced,,Little,34,Mixed,Organised,52,Normal,51,Normal,64,Normal,Organised,44,Medium,47,Press,64,Normal,Cover
10003,77,51-100,Swansea City,SWA,1257,1960,2012-02-22 00:00:00,26,Slow,,Little,24,Short,Organised,62,Normal,39,Normal,57,Normal,Free Form,48,Medium,58,Press,60,Normal,Cover
10003,77,51-100,Swansea City,SWA,1258,1960,2013-09-20 00:00:00,41,Balanced,,Little,39,Mixed,Organised,36,Normal,42,Normal,44,Normal,Free Form,52,Medium,58,Press,57,Normal,Cover
10003,77,51-100,Swansea City,SWA,1259,1960,2014-09-19 00:00:00,63,Balanced,34.0,Normal,34,Mixed,Organised,34,Normal,51,Normal,36,Normal,Free Form,51,Medium,58,Press,54,Normal,Cover
10003,77,51-100,Swansea City,SWA,1260,1960,2015-09-10 00:00:00,45,Balanced,44.0,Normal,42,Mixed,Organised,34,Normal,36,Normal,55,Normal,Free Form,31,Deep,47,Press,42,Normal,Cover
9910,76,51-100,RC Celta de Vigo,CEL,283,450,2010-02-22 00:00:00,35,Balanced,,Little,30,Short,Organised,45,Normal,45,Normal,70,Lots,Organised,35,Medium,30,Contain,50,Normal,Offside Trap
9910,76,51-100,RC Celta de Vigo,CEL,284,450,2011-02-22 00:00:00,43,Balanced,,Little,44,Mixed,Organised,53,Normal,45,Normal,60,Normal,Organised,40,Medium,41,Press,47,Normal,Cover
9910,76,51-100,RC Celta de Vigo,CEL,285,450,2012-02-22 00:00:00,53,Balanced,,Little,62,Mixed,Organised,59,Normal,68,Lots,52,Normal,Organised,42,Medium,52,Press,68,Wide,Cover
9910,76,51-100,RC Celta de Vigo,CEL,286,450,2013-09-20 00:00:00,53,Balanced,,Little,62,Mixed,Organised,59,Normal,68,Lots,52,Normal,Free Form,42,Medium,52,Press,68,Wide,Cover
9910,76,51-100,RC Celta de Vigo,CEL,287,450,2014-09-19 00:00:00,53,Balanced,54.0,Normal,62,Mixed,Organised,59,Normal,68,Lots,52,Normal,Organised,42,Medium,52,Press,65,Normal,Cover
9910,76,51-100,RC Celta de Vigo,CEL,288,450,2015-09-10 00:00:00,55,Balanced,59.0,Normal,38,Mixed,Organised,41,Normal,48,Normal,50,Normal,Free Form,55,Medium,55,Press,59,Normal,Cover
8661,75,51-100,RCD Mallorca,MAL,795,453,2010-02-22 00:00:00,40,Balanced,,Little,40,Mixed,Organised,50,Normal,40,Normal,50,Normal,Free Form,45,Medium,40,Press,45,Normal,Offside Trap
8661,75,51-100,RCD Mallorca,MAL,796,453,2011-02-22 00:00:00,53,Balanced,,Little,52,Mixed,Organised,55,Normal,52,Normal,53,Normal,Free Form,47,Medium,48,Press,55,Normal,Cover
8661,75,51-100,RCD Mallorca,MAL,797,453,2012-02-22 00:00:00,58,Balanced,,Little,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8661,75,51-100,RCD Mallorca,MAL,798,453,2013-09-20 00:00:00,62,Balanced,,Little,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8661,75,51-100,RCD Mallorca,MAL,799,453,2014-09-19 00:00:00,62,Balanced,53.0,Normal,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
8661,75,51-100,RCD Mallorca,MAL,800,453,2015-09-10 00:00:00,62,Balanced,53.0,Normal,57,Mixed,Organised,53,Normal,57,Normal,53,Normal,Organised,59,Medium,41,Press,56,Normal,Cover
7819,73,51-100,SM Caen,CAE,255,210,2010-02-22 00:00:00,65,Balanced,,Little,30,Short,Organised,50,Normal,65,Normal,40,Normal,Organised,70,High,65,Press,70,Wide,Cover
7819,73,51-100,SM Caen,CAE,256,210,2011-02-22 00:00:00,65,Balanced,,Little,35,Mixed,Organised,35,Normal,65,Normal,65,Normal,Organised,55,Medium,45,Press,65,Normal,Cover
7819,73,51-100,SM Caen,CAE,257,210,2012-02-22 00:00:00,48,Balanced,,Little,52,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,47,Medium,45,Press,51,Normal,Cover
7819,73,51-100,SM Caen,CAE,258,210,2013-09-20 00:00:00,48,Balanced,,Little,52,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,47,Medium,45,Press,51,Normal,Cover
7819,73,51-100,SM Caen,CAE,259,210,2014-09-19 00:00:00,62,Balanced,50.0,Normal,45,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,43,Medium,42,Press,51,Normal,Cover
7819,73,51-100,SM Caen,CAE,260,210,2015-09-10 00:00:00,62,Balanced,50.0,Normal,45,Mixed,Organised,48,Normal,54,Normal,53,Normal,Organised,43,Medium,42,Press,51,Normal,Cover
9984,72,51-100,KSV Cercle Brugge,CEB,295,1750,2010-02-22 00:00:00,45,Balanced,,Little,35,Mixed,Organised,70,Risky,45,Normal,55,Normal,Organised,65,Medium,60,Press,70,Wide,Cover
9984,72,51-100,KSV Cercle Brugge,CEB,296,1750,2011-02-22 00:00:00,50,Balanced,,Little,50,Mixed,Free Form,70,Risky,65,Normal,65,Normal,Organised,60,Medium,50,Press,70,Wide,Cover
9984,72,51-100,KSV Cercle Brugge,CEB,297,1750,2012-02-22 00:00:00,68,Fast,,Little,54,Mixed,Organised,55,Normal,68,Lots,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover
9984,72,51-100,KSV Cercle Brugge,CEB,298,1750,2013-09-20 00:00:00,53,Balanced,,Little,40,Mixed,Organised,55,Normal,68,Lots,42,Normal,Free Form,59,Medium,47,Press,62,Normal,Cover
9984,72,51-100,KSV Cercle Brugge,CEB,299,1750,2014-09-19 00:00:00,53,Balanced,49.0,Normal,43,Mixed,Organised,52,Normal,58,Normal,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover
9984,72,51-100,KSV Cercle Brugge,CEB,300,1750,2015-09-10 00:00:00,53,Balanced,49.0,Normal,43,Mixed,Organised,52,Normal,58,Normal,42,Normal,Organised,59,Medium,47,Press,62,Normal,Cover
9800,71,51-100,St. Mirren,MIR,1216,100805,2010-02-22 00:00:00,70,Fast,,Little,70,Long,Organised,70,Risky,70,Lots,70,Lots,Organised,60,Medium,70,Double,70,Wide,Cover
9800,71,51-100,St. Mirren,MIR,1217,100805,2011-02-22 00:00:00,48,Balanced,,Little,48,Mixed,Organised,52,Normal,48,Normal,48,Normal,Organised,43,Medium,44,Press,51,Normal,Cover
9800,71,51-100,St. Mirren,MIR,1218,100805,2012-02-22 00:00:00,60,Balanced,,Little,75,Long,Organised,62,Normal,45,Normal,60,Normal,Organised,50,Medium,48,Press,40,Normal,Cover
9800,71,51-100,St. Mirren,MIR,1219,100805,2013-09-20 00:00:00,42,Balanced,,Little,43,Mixed,Organised,47,Normal,46,Normal,60,Normal,Organised,53,Medium,49,Press,42,Normal,Cover
9800,71,51-100,St. Mirren,MIR,1220,100805,2014-09-19 00:00:00,58,Balanced,50.0,Normal,70,Long,Organised,62,Normal,56,Normal,61,Normal,Organised,50,Medium,49,Press,41,Normal,Cover
